source_id,source_citation,source_doi,source_arxiv,source_pdf_url,pdf_sha256,pdf_bytes,retrieved_utc,note,section,matrix_id,table_label,panel,metric,value,published_value,published_in,matches_published,verified_in_pdf_text,caution,dataset,arm,base,count,nb_p_delta_bacc_archived,r10_noise,doi,crossref_status,crossref_title,crossref_journal,crossref_volume,crossref_issue,crossref_page,crossref_year,crossref_type,record_matches_S8,abstract_source,claim,claim_value,claim_verified_in_abstract,pmid
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050.0,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),krause_per_class_recall,T8_algorithm,Table 8,Algorithm grade (Krause et al. full model),recall[Proliferative],0.75,,,,True,비교 참고용 — 사람 패널이 아니다(같은 판정 표준 위의 알고리즘).,,,,,,,,,,,,,,,,,,,,,
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050.0,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),krause_matrix_metric,TS1_combined_majority,Table S1,Majority of all 6 graders (3 retinal specialists + 3 ophthalmologists),bacc,0.761076980905127,,,,True,부록 표 — 3인 전문의를 포함하므로 역시 자기 일치가 섞인다.,,,,,,,,,,,,,,,,,,,,,
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050.0,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),krause_matrix_metric,TS1_combined_majority,Table S1,Majority of all 6 graders (3 retinal specialists + 3 ophthalmologists),micro_acc,0.9316050744622173,,,,True,부록 표 — 3인 전문의를 포함하므로 역시 자기 일치가 섞인다.,,,,,,,,,,,,,,,,,,,,,
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050.0,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),krause_matrix_metric,TS1_combined_majority,Table S1,Majority of all 6 graders (3 retinal specialists + 3 ophthalmologists),qwk,0.9046907587508014,,,,True,부록 표 — 3인 전문의를 포함하므로 역시 자기 일치가 섞인다.,,,,,,,,,,,,,,,,,,,,,
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050.0,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),krause_matrix_metric,TS1_combined_majority,Table S1,Majority of all 6 graders (3 retinal specialists + 3 ophthalmologists),sens_moderate_plus,0.8476190476190476,,,,True,부록 표 — 3인 전문의를 포함하므로 역시 자기 일치가 섞인다.,,,,,,,,,,,,,,,,,,,,,
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050.0,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),krause_matrix_metric,TS1_combined_majority,Table S1,Majority of all 6 graders (3 retinal specialists + 3 ophthalmologists),spec_moderate_plus,0.9950093574547723,,,,True,부록 표 — 3인 전문의를 포함하므로 역시 자기 일치가 섞인다.,,,,,,,,,,,,,,,,,,,,,
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050.0,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),krause_per_class_recall,TS1_combined_majority,Table S1,Majority of all 6 graders (3 retinal specialists + 3 ophthalmologists),recall[No],0.9959404600811907,,,,True,부록 표 — 3인 전문의를 포함하므로 역시 자기 일치가 섞인다.,,,,,,,,,,,,,,,,,,,,,
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050.0,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),krause_per_class_recall,TS1_combined_majority,Table S1,Majority of all 6 graders (3 retinal specialists + 3 ophthalmologists),recall[Mild],0.44,,,,True,부록 표 — 3인 전문의를 포함하므로 역시 자기 일치가 섞인다.,,,,,,,,,,,,,,,,,,,,,
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050.0,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),krause_per_class_recall,TS1_combined_majority,Table S1,Majority of all 6 graders (3 retinal specialists + 3 ophthalmologists),recall[Moderate],0.7569444444444444,,,,True,부록 표 — 3인 전문의를 포함하므로 역시 자기 일치가 섞인다.,,,,,,,,,,,,,,,,,,,,,
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050.0,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),krause_per_class_recall,TS1_combined_majority,Table S1,Majority of all 6 graders (3 retinal specialists + 3 ophthalmologists),recall[Severe],0.8,,,,True,부록 표 — 3인 전문의를 포함하므로 역시 자기 일치가 섞인다.,,,,,,,,,,,,,,,,,,,,,
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050.0,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),krause_per_class_recall,TS1_combined_majority,Table S1,Majority of all 6 graders (3 retinal specialists + 3 ophthalmologists),recall[Proliferative],0.8125,,,,True,부록 표 — 3인 전문의를 포함하므로 역시 자기 일치가 섞인다.,,,,,,,,,,,,,,,,,,,,,
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050.0,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),krause_matrix_metric,T4_dme_ophthalmologist_majority,Table 4 (DME),Majority decision of 3 general ophthalmologists,bacc,0.9117448369040726,,"Table 5 (Majority Decision, Ophthalmologists, DME)",,True,"행 합 1,727/78 = 1,805 로 Table 1 의 1,734/79 = 1,813 과 다르다(published 표의 불일치).",,,,,,,,,,,,,,,,,,,,,
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050.0,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),krause_matrix_metric,T4_dme_ophthalmologist_majority,Table 4 (DME),Majority decision of 3 general ophthalmologists,micro_acc,0.9833795013850416,,"Table 5 (Majority Decision, Ophthalmologists, DME)",,True,"행 합 1,727/78 = 1,805 로 Table 1 의 1,734/79 = 1,813 과 다르다(published 표의 불일치).",,,,,,,,,,,,,,,,,,,,,
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050.0,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),krause_matrix_metric,T4_dme_ophthalmologist_majority,Table 4 (DME),Majority decision of 3 general ophthalmologists,sens_referable,0.8333333333333334,0.833,"Table 5 (Majority Decision, Ophthalmologists, DME)",True,True,"행 합 1,727/78 = 1,805 로 Table 1 의 1,734/79 = 1,813 과 다르다(published 표의 불일치).",,,,,,,,,,,,,,,,,,,,,
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050.0,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),krause_matrix_metric,T4_dme_ophthalmologist_majority,Table 4 (DME),Majority decision of 3 general ophthalmologists,spec_referable,0.9901563404748118,0.99,"Table 5 (Majority Decision, Ophthalmologists, DME)",True,True,"행 합 1,727/78 = 1,805 로 Table 1 의 1,734/79 = 1,813 과 다르다(published 표의 불일치).",,,,,,,,,,,,,,,,,,,,,
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050.0,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),krause_per_class_recall,T4_dme_ophthalmologist_majority,Table 4 (DME),Majority decision of 3 general ophthalmologists,recall[Not Referable],0.9901563404748118,,,,True,"행 합 1,727/78 = 1,805 로 Table 1 의 1,734/79 = 1,813 과 다르다(published 표의 불일치).",,,,,,,,,,,,,,,,,,,,,
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050.0,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),krause_per_class_recall,T4_dme_ophthalmologist_majority,Table 4 (DME),Majority decision of 3 general ophthalmologists,recall[Referable DME],0.8333333333333334,,,,True,"행 합 1,727/78 = 1,805 로 Table 1 의 1,734/79 = 1,813 과 다르다(published 표의 불일치).",,,,,,,,,,,,,,,,,,,,,
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050.0,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),krause_matrix_metric,T8_dme_algorithm,Table 8 (DME),Algorithm grade,bacc,0.946713532769772,,"Table 8 (Algorithm, DME)",,True,"DME 행 합 1,734/79 = 1,813 으로 Table 1 과 일치.",,,,,,,,,,,,,,,,,,,,,
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050.0,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),krause_matrix_metric,T8_dme_algorithm,Table 8 (DME),Algorithm grade,micro_acc,0.9442912300055157,,"Table 8 (Algorithm, DME)",,True,"DME 행 합 1,734/79 = 1,813 으로 Table 1 과 일치.",,,,,,,,,,,,,,,,,,,,,
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050.0,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),krause_matrix_metric,T8_dme_algorithm,Table 8 (DME),Algorithm grade,sens_referable,0.9493670886075949,0.949,"Table 8 (Algorithm, DME)",True,True,"DME 행 합 1,734/79 = 1,813 으로 Table 1 과 일치.",,,,,,,,,,,,,,,,,,,,,
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050.0,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),krause_matrix_metric,T8_dme_algorithm,Table 8 (DME),Algorithm grade,spec_referable,0.9440599769319492,0.944,"Table 8 (Algorithm, DME)",True,True,"DME 행 합 1,734/79 = 1,813 으로 Table 1 과 일치.",,,,,,,,,,,,,,,,,,,,,
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050.0,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),krause_per_class_recall,T8_dme_algorithm,Table 8 (DME),Algorithm grade,recall[Not Referable],0.9440599769319492,,,,True,"DME 행 합 1,734/79 = 1,813 으로 Table 1 과 일치.",,,,,,,,,,,,,,,,,,,,,
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050.0,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),krause_per_class_recall,T8_dme_algorithm,Table 8 (DME),Algorithm grade,recall[Referable DME],0.9493670886075949,,,,True,"DME 행 합 1,734/79 = 1,813 으로 Table 1 과 일치.",,,,,,,,,,,,,,,,,,,,,
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050.0,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),krause_adjacency,T6_disagreement_reasons,Table 6,Adjudication vs ophthalmologist majority (expert disagreement),fraction_of_disagreements_exactly_one_grade,0.8134715025906736,0.813,S8 §6 (81.3%),True,True,adjacent = |판정 − 다수결| == 1 → (65 + 92) / 193. 셀 단위 사유×열 배정은 전사하지 않는다(텍스트 층에서 복원 불가).,,,,,,,,,,,,,,,,,,,,,
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050.0,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),per_grader_not_computable,,Table 3 / Table 5,Retina Specialist A,bacc,,,,,,개별 판독자의 5×5 혼동행렬은 논문에 없다(Table 3·5 는 민감도·특이도·qw-κ 만 싣는다) → BACC 계산 불가. 지어내지 않는다.,,,,,,,,,,,,,,,,,,,,,
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050.0,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),per_grader_not_computable,,Table 3 / Table 5,Retina Specialist B,bacc,,,,,,개별 판독자의 5×5 혼동행렬은 논문에 없다(Table 3·5 는 민감도·특이도·qw-κ 만 싣는다) → BACC 계산 불가. 지어내지 않는다.,,,,,,,,,,,,,,,,,,,,,
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050.0,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),per_grader_not_computable,,Table 3 / Table 5,Retina Specialist C,bacc,,,,,,개별 판독자의 5×5 혼동행렬은 논문에 없다(Table 3·5 는 민감도·특이도·qw-κ 만 싣는다) → BACC 계산 불가. 지어내지 않는다.,,,,,,,,,,,,,,,,,,,,,
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050.0,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),per_grader_not_computable,,Table 3 / Table 5,Ophthalmologist A,bacc,,,,,,개별 판독자의 5×5 혼동행렬은 논문에 없다(Table 3·5 는 민감도·특이도·qw-κ 만 싣는다) → BACC 계산 불가. 지어내지 않는다.,,,,,,,,,,,,,,,,,,,,,
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050.0,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),per_grader_not_computable,,Table 3 / Table 5,Ophthalmologist B,bacc,,,,,,개별 판독자의 5×5 혼동행렬은 논문에 없다(Table 3·5 는 민감도·특이도·qw-κ 만 싣는다) → BACC 계산 불가. 지어내지 않는다.,,,,,,,,,,,,,,,,,,,,,
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050.0,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),per_grader_not_computable,,Table 3 / Table 5,Ophthalmologist C,bacc,,,,,,개별 판독자의 5×5 혼동행렬은 논문에 없다(Table 3·5 는 민감도·특이도·qw-κ 만 싣는다) → BACC 계산 불가. 지어내지 않는다.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),ours_error_split,,,,n_eval_rows,10986.0,,,,,,aptos2019,B0,,10986.0,,False,,,,,,,,,,,,,,,
,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),ours_error_split,,,,n_error,0.18414345530675405,,,,,,aptos2019,B0,,2023.0,,False,,,,,,,,,,,,,,,
,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),ours_error_split,,,,n_error_adjacent_1grade,0.6999505684626792,,,,,,aptos2019,B0,,1416.0,,False,,,,,,,,,,,,,,,
,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),ours_error_split,,,,n_error_ge2grade,0.30004943153732083,,,,,,aptos2019,B0,,607.0,,False,,,,,,,,,,,,,,,
,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),ours_error_split,,,,mean_abs_grade_error,0.2483160385945749,,,,,,aptos2019,B0,,,,False,,,,,,,,,,,,,,,
,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),ours_error_split,,,,n_eval_rows,10986.0,,,,,,aptos2019,B0d,,10986.0,,False,,,,,,,,,,,,,,,
,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),ours_error_split,,,,n_error,0.2018933187693428,,,,,,aptos2019,B0d,,2218.0,,False,,,,,,,,,,,,,,,
,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),ours_error_split,,,,n_error_adjacent_1grade,0.6992786293958522,,,,,,aptos2019,B0d,,1551.0,,False,,,,,,,,,,,,,,,
,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),ours_error_split,,,,n_error_ge2grade,0.3007213706041479,,,,,,aptos2019,B0d,,667.0,,False,,,,,,,,,,,,,,,
,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),ours_error_split,,,,mean_abs_grade_error,0.2727107227380302,,,,,,aptos2019,B0d,,,,False,,,,,,,,,,,,,,,
,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),ours_error_split,,,,n_eval_rows,10986.0,,,,,,aptos2019,B3,,10986.0,,False,,,,,,,,,,,,,,,
,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),ours_error_split,,,,n_error,0.2343892226470053,,,,,,aptos2019,B3,,2575.0,,False,,,,,,,,,,,,,,,
,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),ours_error_split,,,,n_error_adjacent_1grade,0.8151456310679611,,,,,,aptos2019,B3,,2099.0,,False,,,,,,,,,,,,,,,
,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),ours_error_split,,,,n_error_ge2grade,0.18485436893203883,,,,,,aptos2019,B3,,476.0,,False,,,,,,,,,,,,,,,
,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),ours_error_split,,,,mean_abs_grade_error,0.282268341525578,,,,,,aptos2019,B3,,,,False,,,,,,,,,,,,,,,
,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),ours_error_split,,,,n_eval_rows,10986.0,,,,,,aptos2019,B3d,,10986.0,,False,,,,,,,,,,,,,,,
,,,,,,,,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),ours_error_split,,,,n_error,0.2668851265246678,,,,,,aptos2019,B3d,,2932.0,,False,,,,,,,,,,,,,,,
