dataset,arm,fold,config,inner_mean,exploratory
aptos2019,ordcost,6,"cdf2,lam=0.5,none",0.6463832434789183,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,6,"cdf2,lam=0.5,wce",0.6598179564732577,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,6,"cdf2,lam=1.0,none",0.6457225346957924,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,6,"cdf2,lam=1.0,wce",0.6601690231564007,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,7,"g=0.0,t=0.0",0.6459864268494521,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,7,"g=0.0,t=0.5",0.6561250719716537,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,7,"g=0.0,t=1.0",0.6507766768234469,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,7,"g=0.0,t=1.5",0.6538886977894751,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,7,"g=0.1,t=0.0",0.6566859766046514,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,7,"g=0.1,t=0.5",0.6507666190590384,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,7,"g=0.1,t=1.0",0.6436448709757012,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,7,"g=0.1,t=1.5",0.6485599511574248,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,7,"g=0.2,t=0.0",0.6454341659273424,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,7,"g=0.2,t=0.5",0.6450917269910038,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,7,"g=0.2,t=1.0",0.6568408519987471,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,7,"g=0.2,t=1.5",0.6545447255964885,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,7,"g=0.3,t=0.0",0.6515608735749593,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,7,"g=0.3,t=0.5",0.6580346212757917,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,7,"g=0.3,t=1.0",0.6554527051190968,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,7,"g=0.3,t=1.5",0.636729568868567,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,7,"g=0.4,t=0.0",0.6542560510381837,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,7,"g=0.4,t=0.5",0.6586554108160081,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,7,"g=0.4,t=1.0",0.6420970548688641,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,7,"g=0.4,t=1.5",0.6236307881358467,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,7,"abs,lam=0.1,none",0.6468374906792395,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,7,"abs,lam=0.1,wce",0.6516495475376484,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,7,"abs,lam=0.5,none",0.6453334298492324,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,7,"abs,lam=0.5,wce",0.6534527418803657,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,7,"abs,lam=1.0,none",0.6409833113837806,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,7,"abs,lam=1.0,wce",0.6508712891754798,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,7,"cdf2,lam=0.1,none",0.6462985738774844,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,7,"cdf2,lam=0.1,wce",0.6535409339480807,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,7,"cdf2,lam=0.5,none",0.6454020079386902,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,7,"cdf2,lam=0.5,wce",0.6538323363994429,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,7,"cdf2,lam=1.0,none",0.6432315832269575,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,7,"cdf2,lam=1.0,wce",0.654985823002634,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,8,"g=0.0,t=0.0",0.6486326514182997,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,8,"g=0.0,t=0.5",0.6571115742539819,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,8,"g=0.0,t=1.0",0.6614104587261744,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,8,"g=0.0,t=1.5",0.6593049412582681,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,8,"g=0.1,t=0.0",0.6619779850842825,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,8,"g=0.1,t=0.5",0.6598501944361219,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,8,"g=0.1,t=1.0",0.6602128535161143,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,8,"g=0.1,t=1.5",0.6493441556944433,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,8,"g=0.2,t=0.0",0.660070271659121,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,8,"g=0.2,t=0.5",0.6548328223432741,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,8,"g=0.2,t=1.0",0.6495807640899514,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,8,"g=0.2,t=1.5",0.6480818865369166,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,8,"g=0.3,t=0.0",0.6479702266469259,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,8,"g=0.3,t=0.5",0.6510835576824889,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,8,"g=0.3,t=1.0",0.6457976213658356,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,8,"g=0.3,t=1.5",0.6416964221532091,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,8,"g=0.4,t=0.0",0.6522932768716747,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,8,"g=0.4,t=0.5",0.6454945661851793,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,8,"g=0.4,t=1.0",0.6395454420620204,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,8,"g=0.4,t=1.5",0.6329811453771025,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,8,"abs,lam=0.1,none",0.6482079813631634,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,8,"abs,lam=0.1,wce",0.6619831649823199,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,8,"abs,lam=0.5,none",0.6418109714349008,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,8,"abs,lam=0.5,wce",0.6520706134874542,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,8,"abs,lam=1.0,none",0.6448326418267106,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,8,"abs,lam=1.0,wce",0.6500509995091972,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,8,"cdf2,lam=0.1,none",0.6475300152614685,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,8,"cdf2,lam=0.1,wce",0.6626595587569708,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,8,"cdf2,lam=0.5,none",0.6437356414900371,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,8,"cdf2,lam=0.5,wce",0.6586671085167511,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,8,"cdf2,lam=1.0,none",0.6457814734397264,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,8,"cdf2,lam=1.0,wce",0.6579845987679432,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,9,"g=0.0,t=0.0",0.6511608609502841,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,9,"g=0.0,t=0.5",0.6592897002131533,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,9,"g=0.0,t=1.0",0.6615271530655902,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,9,"g=0.0,t=1.5",0.6647273973216297,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,9,"g=0.1,t=0.0",0.662559988658783,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,9,"g=0.1,t=0.5",0.6572725083840265,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,9,"g=0.1,t=1.0",0.6614231749476384,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,9,"g=0.1,t=1.5",0.6583207356847997,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,9,"g=0.2,t=0.0",0.6636000851233069,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,9,"g=0.2,t=0.5",0.6623849229459132,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,9,"g=0.2,t=1.0",0.6502860063544145,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,9,"g=0.2,t=1.5",0.6474442354411368,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,9,"g=0.3,t=0.0",0.6530239693643756,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,9,"g=0.3,t=0.5",0.6456498934512936,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,9,"g=0.3,t=1.0",0.6439526445839562,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,9,"g=0.3,t=1.5",0.6342476179018983,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,9,"g=0.4,t=0.0",0.6523218393601052,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,9,"g=0.4,t=0.5",0.6401396910633605,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,9,"g=0.4,t=1.0",0.6356515433803649,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,9,"g=0.4,t=1.5",0.6251256802609071,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,9,"abs,lam=0.1,none",0.6523127752264312,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,9,"abs,lam=0.1,wce",0.6591131495295695,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,9,"abs,lam=0.5,none",0.6508120104429825,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,9,"abs,lam=0.5,wce",0.6597225346884509,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,9,"abs,lam=1.0,none",0.6495133665332433,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,9,"abs,lam=1.0,wce",0.6560811482780184,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,9,"cdf2,lam=0.1,none",0.6508840443412878,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,9,"cdf2,lam=0.1,wce",0.659518516761208,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,9,"cdf2,lam=0.5,none",0.6520620104429826,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,9,"cdf2,lam=0.5,wce",0.6580550964524704,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,9,"cdf2,lam=1.0,none",0.6491758097261366,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,9,"cdf2,lam=1.0,wce",0.6587790446269223,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,10,"g=0.0,t=0.0",0.6383886971061143,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,10,"g=0.0,t=0.5",0.6427267202090613,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,10,"g=0.0,t=1.0",0.648907028681894,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,10,"g=0.0,t=1.5",0.6605866665685988,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,10,"g=0.1,t=0.0",0.6542880622052999,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,10,"g=0.1,t=0.5",0.6586656431054434,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,10,"g=0.1,t=1.0",0.6546311389027412,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,10,"g=0.1,t=1.5",0.6430520076784765,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,10,"g=0.2,t=0.0",0.6565625619969495,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,10,"g=0.2,t=0.5",0.6506798223495961,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,10,"g=0.2,t=1.0",0.6480878633050893,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,10,"g=0.2,t=1.5",0.650558741460393,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,10,"g=0.3,t=0.0",0.6524364950683035,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,10,"g=0.3,t=0.5",0.6495182420286743,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,10,"g=0.3,t=1.0",0.647202026508312,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,10,"g=0.3,t=1.5",0.6391430128980086,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,10,"g=0.4,t=0.0",0.6487660344410219,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,10,"g=0.4,t=0.5",0.6488597045153822,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,10,"g=0.4,t=1.0",0.6450380162208981,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,10,"g=0.4,t=1.5",0.6298248372771702,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,10,"abs,lam=0.1,none",0.6394161547105525,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,10,"abs,lam=0.1,wce",0.6493491246180978,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,10,"abs,lam=0.5,none",0.6371275490635566,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,10,"abs,lam=0.5,wce",0.6517412825978439,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,10,"abs,lam=1.0,none",0.6367844818363738,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,10,"abs,lam=1.0,wce",0.6505019313982096,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,10,"cdf2,lam=0.1,none",0.6374987164745721,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,10,"cdf2,lam=0.1,wce",0.6511928052362584,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,10,"cdf2,lam=0.5,none",0.6387631425546493,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,10,"cdf2,lam=0.5,wce",0.652704249277892,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,10,"cdf2,lam=1.0,none",0.6319149102341075,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,10,"cdf2,lam=1.0,wce",0.6509589498339379,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,11,"g=0.0,t=0.0",0.6477837391578462,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,11,"g=0.0,t=0.5",0.6536325708234473,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,11,"g=0.0,t=1.0",0.6588418524348819,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,11,"g=0.0,t=1.5",0.6606367615973612,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,11,"g=0.1,t=0.0",0.6599090996080849,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,11,"g=0.1,t=0.5",0.6614139495703786,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,11,"g=0.1,t=1.0",0.6597119667639021,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,11,"g=0.1,t=1.5",0.6635310004308252,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,11,"g=0.2,t=0.0",0.6580378558699301,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,11,"g=0.2,t=0.5",0.660850773634615,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,11,"g=0.2,t=1.0",0.6724139571589267,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,11,"g=0.2,t=1.5",0.6631263179413575,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,11,"g=0.3,t=0.0",0.6679801252940738,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,11,"g=0.3,t=0.5",0.6649407428077942,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,11,"g=0.3,t=1.0",0.6576520179846744,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,11,"g=0.3,t=1.5",0.6455983595413854,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,11,"g=0.4,t=0.0",0.6578087694691093,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,11,"g=0.4,t=0.5",0.6558525704357272,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,11,"g=0.4,t=1.0",0.6448315811951325,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,11,"g=0.4,t=1.5",0.6304985454428447,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,11,"abs,lam=0.1,none",0.6431724917380295,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,11,"abs,lam=0.1,wce",0.6627277912964884,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,11,"abs,lam=0.5,none",0.6450525854992989,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,11,"abs,lam=0.5,wce",0.6607643709877509,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,11,"abs,lam=1.0,none",0.6506330641124354,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,11,"abs,lam=1.0,wce",0.6620626969568658,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,11,"cdf2,lam=0.1,none",0.6437735555678167,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,11,"cdf2,lam=0.1,wce",0.6627277912964884,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,11,"cdf2,lam=0.5,none",0.6451076604704639,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,11,"cdf2,lam=0.5,wce",0.6585539219990822,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,11,"cdf2,lam=1.0,none",0.6467878398946444,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,11,"cdf2,lam=1.0,wce",0.6590683564489777,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,12,"g=0.0,t=0.0",0.6441647032693844,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,12,"g=0.0,t=0.5",0.6519285637534369,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,12,"g=0.0,t=1.0",0.6575122897623744,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,12,"g=0.0,t=1.5",0.6582635230743784,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,12,"g=0.1,t=0.0",0.6699944064221312,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,12,"g=0.1,t=0.5",0.6636619910232442,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,12,"g=0.1,t=1.0",0.66604016950992,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,12,"g=0.1,t=1.5",0.6628858604539426,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,12,"g=0.2,t=0.0",0.673893785335679,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,12,"g=0.2,t=0.5",0.6709513659423885,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,12,"g=0.2,t=1.0",0.6638396212572779,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,12,"g=0.2,t=1.5",0.6603938103264442,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,12,"g=0.3,t=0.0",0.6724555512091648,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,12,"g=0.3,t=0.5",0.6621528600279634,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,12,"g=0.3,t=1.0",0.665926668728319,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,12,"g=0.3,t=1.5",0.6516171018755832,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,12,"g=0.4,t=0.0",0.664454460794647,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,12,"g=0.4,t=0.5",0.663330783806253,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,12,"g=0.4,t=1.0",0.6542619149064464,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,12,"g=0.4,t=1.5",0.6468445888029244,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,12,"abs,lam=0.1,none",0.6458277565695086,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,12,"abs,lam=0.1,wce",0.6586913991389576,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,12,"abs,lam=0.5,none",0.6425487294913821,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,12,"abs,lam=0.5,wce",0.6524649707594424,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,12,"abs,lam=1.0,none",0.6405748076519909,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,12,"abs,lam=1.0,wce",0.6518708117896062,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,12,"cdf2,lam=0.1,none",0.6471245169974446,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,12,"cdf2,lam=0.1,wce",0.6604308712732431,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,12,"cdf2,lam=0.5,none",0.6426060081458117,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,12,"cdf2,lam=0.5,wce",0.6540238245942718,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,12,"cdf2,lam=1.0,none",0.6409774867115863,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,12,"cdf2,lam=1.0,wce",0.6462848205236784,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,13,"g=0.0,t=0.0",0.6309240959397397,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,13,"g=0.0,t=0.5",0.6455450415256164,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,13,"g=0.0,t=1.0",0.6431052547808915,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,13,"g=0.0,t=1.5",0.6508975536750784,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,13,"g=0.1,t=0.0",0.6520304346695509,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,13,"g=0.1,t=0.5",0.6578376485980237,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,13,"g=0.1,t=1.0",0.6518443916813418,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,13,"g=0.1,t=1.5",0.6624137588236998,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,13,"g=0.2,t=0.0",0.6565874129546622,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,13,"g=0.2,t=0.5",0.6599695774694259,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,13,"g=0.2,t=1.0",0.6577997749552308,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,13,"g=0.2,t=1.5",0.6490122354233228,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,13,"g=0.3,t=0.0",0.6532476664019627,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,13,"g=0.3,t=0.5",0.6477203047252508,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,13,"g=0.3,t=1.0",0.6477937470719027,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,13,"g=0.3,t=1.5",0.6442006750357527,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,13,"g=0.4,t=0.0",0.6534186074772667,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,13,"g=0.4,t=0.5",0.6521744322826015,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,13,"g=0.4,t=1.0",0.6446807042611119,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,vs,13,"g=0.4,t=1.5",0.6342269492100356,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,13,"abs,lam=0.1,none",0.6303020191386703,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,13,"abs,lam=0.1,wce",0.6438854047763105,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,13,"abs,lam=0.5,none",0.6319992880638633,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,13,"abs,lam=0.5,wce",0.6434856880182036,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ordcost,13,"abs,lam=1.0,none",0.6303453163231317,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
