image,organ,category,finding,label_dir,sha256,dhash,width,height,bytes,exact_group,neardup_group
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/f45f3a8a-5742-4c0f-a27d-3770be603431.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-2,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2,eab8f76251ce584f4d14bb5a4bf61ff5ccf1ce02d916a8aa5032155048bb89c9,17361654731363597916,635,548,269379,3117,2884
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/f6b9a139-694e-452e-abcc-7c21d663f499.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-2,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2,aa5a49297f78aec34e055272fa95b47f1d1dabbe21c5dafea253e4ef67501f12,17339177518473052352,596,530,163551,3118,2885
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/f7208044-d9a1-4aed-abcb-e742de5086c4.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-2,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2,982c8dd30a929bb5068de963c325963d4f4ef8e50efc67ab6078c0ddb6e177ba,9702555995576951520,635,547,242587,3119,2886
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/f74e0468-f0c6-4dba-a527-9a852156660c.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-2,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2,14c6c677397b578801c9d8f6f8edced873570d4599f6fd92e359aabcbfca9236,9692594405640290528,623,530,246463,3120,2887
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/f7865fc0-f0a7-4b24-b708-cfe37e794b15.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-2,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2,5a10fd70d4c80d5c48a1a65c6b3cbbaa5bb6f07d7216346412b8f05ad7392820,11429616212135583840,635,548,228052,3121,2888
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/f7ab3290-cff3-4d06-91c7-3f7db0da0be3.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-2,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2,433d7da3d0d86c9a056fcb1a7f4dfe40e17e9bfcf7068383c1d2df53fe57bdba,14612458413400121568,622,529,198038,3122,2889
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/f9cc629c-79d0-45e6-8801-491a7869f5fd.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-2,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2,e1a64ee2bbbda0936291350e11304935e604d36e84f7e325eb74653e4c5b5ff0,10236434687686214272,571,532,152714,3123,2890
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/fa3eaf25-1913-426f-b466-e47ecd72886c.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-2,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2,1e08c206c48971dba9bfc7c4e39b91ef13c52156d124f2dddba647f0fb413fa1,11254064408600109296,572,531,195247,3124,2891
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/fad05548-e4de-4eb4-a4a2-c39da1a21471.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-2,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2,0101e8a1cd89de27753371939e6da690f0757086d47c668bde9128ae484df5c3,16495784697882767986,633,532,220126,3125,2892
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/fbee9682-f7c6-4723-8cb2-9a8c33af9b22.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-2,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2,c197987a41d19eb29a5d11c052beec71236bf42bd80c45a0a34cb9ab60cd5f28,15915429706077108464,1349,1071,712175,3126,2893
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/fbfe6095-9c0a-495a-a80a-3dd32ecded3f.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-2,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2,89376610b74a1bc34ddfbf60da6597b7ee7493e574e7f639c145091e792f5006,17940223571333226660,623,529,236445,3127,2894
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/fd240f11-5be1-4635-aa5e-afdf4d027683.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-2,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2,99baa4abb596236e92212057ae6fbf08609f4f58712a30025e651024257eb648,12440946709847934848,571,532,192795,3128,2895
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/fd3726a6-f0f8-48dd-ac49-c657e2f1d1c7.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-2,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2,70d0eaad635243b6d3873e3e11dab2bb14f9b6a60b96270f00fbcb0ce37f41ee,13126685985587446342,633,532,198486,3129,2896
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/fd9fce08-f171-48a8-98cd-92b13661033f.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-2,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2,b4eb91c6706f3a39238d3c41d3048e1960da336dafbf9be2aebc0dc541f0e69e,17059125422186076312,623,529,168471,3130,2897
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/ff81bc92-b183-40db-b1ad-c06cb49e0491.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-2,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2,159059250003f46e15a8bf12559f0bc6eea499b533cb6add679e1719012d9640,14449953893882343920,617,532,181157,3131,2898
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/ffe68256-652a-4efa-b738-711c8e3b048c.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-2,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2,08b8b585dc46376099d416185deebea30bc2c8939f69a482a62e209245a8fd6f,17362188986322019428,635,548,289618,3132,2899
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3/11da6a48-3762-42c0-86f2-84e8f0243c2f.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-2-3,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3,b335c84bfd13e901ff8715477d37f5bff35d30d4e75c1e0774787b6f7042266a,17221465894966590684,623,529,223205,3133,2900
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3/138cd514-5614-4ed4-88ac-655e6c26e622.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-2-3,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3,643567105abb1ec3adbcd2369042bb4d9bbe2b4550ae7f418ddd835fc2646e65,14739876455891599424,635,547,242507,3134,2901
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3/1da3b686-6529-4858-aa88-2ecade8a0fcb.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-2-3,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3,8cba0f97e1151fd441d62e6124dfd6bf1d61bd6414b954ab74c5f860c61b1cba,17075031554444336332,623,529,281592,3135,2902
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3/250ef5a0-75d4-488c-83bc-70c91da0f446.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-2-3,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3,31f104f57526a358c6491ac5f2574782d096ca84c9f0abfc82bb3e59e19b659d,16195157297947852992,619,529,245585,3136,2903
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3/2b1e06b7-d4f3-42ae-804d-99b796145824.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-2-3,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3,4fe56508b53030f6c7a9ac7f3a9c720f328a08fb59ad14045f6a19d2128da79f,18229576186142718200,623,529,258483,3137,2904
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3/2fa28987-9ad4-4027-9602-53285c64b889.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-2-3,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3,02a79d2d0a081f34483bf574231d9cb31bf3b02421df25a2be99f09ba120dedf,17745103674738542466,571,532,207182,3138,2905
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3/316df73e-1506-468e-9e0f-6a7ea5ae5b1e.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-2-3,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3,646e48efb67289c711eb27a2a08a8bbc269037f810d514695904e04f98e2a3bd,16626918767239008204,603,531,196068,3139,2906
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3/3254a62f-c471-49d8-af7a-80cf1b29ea90.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-2-3,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3,f3cc8e3ced62896531e686e0599bc800d60e62a4189ff4c4b4cbfa465965b6cf,11284711350362130414,572,531,262875,3140,2907
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3/3487e2fa-f712-4648-a298-57256b0466c2.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-2-3,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3,187bdc1c548e585108ad8a85e5353817639b8e17b55762d49f4dfb5200f7f2b4,16195156193052778736,623,530,277234,3141,4
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3/3ec15984-c6e4-4c53-9929-9fef2c839dc5.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-2-3,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3,ff730b8f1445bef9b114b7bcdd00fc163c44356041d49a451a466f99337719df,15168264834400731712,586,531,184347,3142,2908
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3/462be419-e575-462f-8eaa-22b46866f432.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-2-3,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3,ff5ea678f519f86a7e1df876ae1229b148636ce19852c67a6c6599268ea4acb5,14755488990224238816,623,532,193020,3143,2909
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3/59c1b6a2-8d8d-4ff1-8806-796144f586e5.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-2-3,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3,5f5e6d85be9c040c8eb9037f67945db5e440ab00713f6555737b2d2aeb9583fd,14887697016210857116,617,531,194250,3144,2910
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3/5d6b3503-4e4c-4888-8ebf-912f6119fc9c.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-2-3,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3,03196df773c06bdbd548e5afe909b0591187077ff0d039d6448787d8810a6551,15897309946494687632,572,531,214078,3145,2911
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3/6c58475b-84e9-44c7-86b6-c146ed9dcb54.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-2-3,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3,ef33357cbf27ff505b91f3520a1a02d90a2c5f38c6a691e402ad4aa515b9d1be,10857807868053035166,616,531,227026,3146,2912
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3/6fbd3511-a8e8-4b1c-b9b0-a4be21745631.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-2-3,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3,f3eb0d82027b48de05443d89dc6b6fa05c092011c1df352ef19d8f15eef562a8,15622670034604654332,618,548,239850,3147,2913
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3/833fe397-76c7-4d64-99b7-cde21924ba5c.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-2-3,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3,2f3d446f113e07cc4f373150277e7ecef5ebabaf8f37fe04b7adc32de663b1df,11684311207683530716,572,532,197778,3148,2914
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3/8344a6ae-5fcc-4a1e-92a1-566bcc077b12.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-2-3,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3,44aa6a65f5725e6e8baed6731fbeaa316fc4f12856fa6bfcfd7a88dd267ed902,18199222033244588168,623,529,198157,3149,2915
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3/8ccbc31f-fbdb-47e6-8196-0f5f6b52362a.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-2-3,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3,ee1c97add934adfe3d84b5109c495e3dddd9db1a1442b79c79bdf28ef1fd5f86,13708534492648056856,629,529,273225,3150,2916
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3/a8c7e976-6ce0-49a4-a992-4c55d1de67c3.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-2-3,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3,6e2b2b15daa6950c366ce9aa05d7e9b5d6921a8e7bac0d4404a57b3b27d74b8c,13889174948272344734,572,531,168391,3151,2917
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3/b690f418-a199-415f-a9c5-77dabb6d5296.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-2-3,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3,de6a69e82184e6082a8b20c93640ac7b3c66cced3dc3fcb53fc1d0eca58fd517,14886093327955953356,623,530,221656,3152,2918
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3/bea88a35-8100-48f5-8e4a-588d1a621fcc.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-2-3,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3,7880f56f1460595434107e537b3124ce599fac51a4e87bdce69139c5cb545a25,18230042974098521820,572,532,208444,3153,2919
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3/c6f41f24-62db-45e6-ab53-ed6683d538b4.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-2-3,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3,9d57483a72f45c9b061631af007beaf8bf25696900db488767bfc2c36e38a000,13147755725792540920,626,548,225411,3154,2920
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3/c95ef0ea-b053-42de-8c6a-3cdd57fcf77b.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-2-3,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3,1cec0d32ca310f641c0b4b5d7305458775d47c78a7d6835c9b030527af227926,17216828400660181232,624,530,179947,3155,2921
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3/d5570649-681f-4b6d-816b-6a3140f64b68.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-2-3,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3,ca7c364088835ebc45fa0dec9be544386f9f703e5980088fa8133a11d189d129,14179830700065038044,635,548,254749,3156,2922
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3/deaa87d7-9a3b-4490-87c8-7bc75215e1ba.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-2-3,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3,9128c2580f528200d66f33afe606a45b9b6c47319245f22e4911ad79648ba4df,17932238861350379260,627,548,261171,3157,2923
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3/e2a7dd90-10d6-4b6b-91ee-6f639161af90.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-2-3,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3,e6f2dcffbe58da9b1eb090e055e5eecf4b6f412cbbe05b79aa02fbc0b36691e6,17360971460513437924,617,532,221127,3158,2924
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3/f495d8bf-a151-48e8-85e4-fe6d6da4effb.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-2-3,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3,90d05f77f99a261981268cb8c684767737568cb00029167e0c2f175dbf582d37,16746735524399496892,572,531,207884,3159,2925
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3/fe5dda1b-6382-475f-aec3-43f174ccbd0e.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-2-3,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3,58623343255357ea58f946ac23b387f412190068d4b1721d24708b16c01f3c68,17077172934121132552,629,529,228897,3160,2926
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/005d713e-b761-4c4e-b1f2-c8f3cd2f86e5.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-3,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3,ebbc37c7a1d84d1b6d0800847ce3dc7f73081a8af3ae344e9ab0f55b858e1e56,5539916824272895228,604,531,202864,3161,2927
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/00909788-4bd5-42d7-bd4e-729897520cc5.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-3,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3,66d31075e49d6f994aafd31265168eab590ea591fb092807b76d77ceeacd0e79,11249459826294102582,629,530,267361,3162,2928
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/01a00d7e-6497-4e49-98c2-d41a0085650d.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-3,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3,9327a4ce8fef0dfe0b32e07e3ab74bc58fe862b44bcd5bf70783a19dbb74e976,10572795021542510150,635,548,217238,3163,2929
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/028ee958-7fa4-4085-b6b6-093687619192.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-3,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3,48504f1d52e8db1a3cc48dcf6151a2332e1b5e92f949ddefc26c27f89553f513,12714919562487602412,635,548,268530,3164,2930
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/02d689df-b6ec-4bc9-8443-f0a1b45fe4b0.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-3,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3,a9dd9a899ec071e01d11749dde464ff0d6d132cc282cf7ca0ec03989051d99d3,13853213193491662734,572,532,206907,3165,2931
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/02e31813-5b08-4eb7-85b8-46e367ff91f5.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-3,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3,323d421b204023d15925c5508a8930d15303e2a44b9f4ad2eeea6480d86ce96a,16467005831548996494,627,547,266760,3166,2932
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/08ca0d61-ff46-41ff-9cc2-3406f85096f0.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-3,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3,f20cc0312b7c0c30de7d16bb2cdcbccdfaf863aab1c4b3e794be08c8d8a0e0a6,15346189514558080668,635,547,244775,3167,2933
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/0b93c4df-2bb2-4d56-af1c-eeb22bf856d5.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-3,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3,525de56fc32e2390550439da2328fbe51d014bd3911e14232b89afff42679bb3,15915191488529471728,623,529,233368,3168,2934
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/0c4091c0-2f80-4473-8362-041200f056ba.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-3,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3,390856b6145eeb56c329e73eab9cc0aea5da217045ff29fd2367c8a4d9e86523,16630118898100199648,623,530,237485,3169,2935
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/0f7f4cad-b85b-4499-aa07-0336c12c4f68.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-3,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3,26470de685d9f557b9c7657c33521be3842e728ce8d1e982a25ef8dc89492ee6,16639332339878688484,635,548,264154,3170,2936
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/19ff5fbe-5362-4ea6-a460-998b20323120.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-3,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3,cd7074b4fc5abeaedd39217d7345b97755d08900b193974d9587e8e4da240540,15609009123840539352,623,529,265449,3171,2937
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/1e038d91-621f-451c-bfd3-4838515f6b76.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-3,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3,b6f3dbd1bae856fafc9a8eabc8c823cb5018c92bcefd93258bd91d71960e63d5,18203091532727097584,623,529,234403,3172,2938
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/1f8f109d-e4d5-456e-92f0-2a961c72d7bf.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-3,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3,16c2a4937874dd601dda02d526459f92cd7544c7490466cfcf8895564192c2b3,9259406488433820308,627,547,247660,3173,2939
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/20cfaf58-607a-43d9-8358-b595f7a93d43.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-3,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3,81026e349da06dea88c0d182001cc6b12b740cc7630f4d596f1a8b816af14423,14162160797702890660,573,532,231660,3174,2940
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/2ae19659-eb90-4981-99f1-ec537fdf1ca1.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-3,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3,c22674107c5453bd80844f992bf65b80c3f70391718866c9ea465ef5868db7eb,18197999801768289992,571,531,187572,3175,2941
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/2d23ea59-66bd-4a09-b222-c0b9d2d6f323.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-3,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3,fa2ce97d0511c56a66e01aff5f56e45f6c8450464c5273a71a809dc8a14c1dbb,15048842745505287360,603,532,218538,3176,2942
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/2dc1079c-709d-40a6-911f-cf51cdfd5d88.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-3,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3,082b66d47f5925b28ea0e320e549ead782d43dd622386f9e750180431a9636b3,15603865616915302044,635,548,239063,3177,2943
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/2f16c401-3ca6-4b96-ada3-a9522eed75ae.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-3,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3,3f7e054bdfec294c37e22e71c6002d1937422241fb1d982a9d83c7a7ae70b836,10092297984943638728,572,532,167244,3178,2944
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/30bf7187-0c17-4868-b65c-4c61ccb3402f.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-3,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3,3396d916f3361e2fae3291d5c398550069b1dfa6c219c01ac6c6b6c9774b4ace,15325928626299341312,635,547,269839,3179,2945
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/322f81be-42ca-4fb3-9095-b36567b95f27.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-3,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3,5d3917ed726e0f7de61241dcb12e8dcd23eb00b72c9cae26724c8cb93719d077,10384806158543710456,627,548,269119,3180,2946
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/3986594f-cddd-47bb-bdc1-7c4c649f9c3f.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-3,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3,307ea0496a7924176f65f4b34db19e36dbf3b78010168f9e1b962baca60b1674,15458120020315514580,1349,1071,764034,3181,2947
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/3c4bb381-58f6-4ff3-8dd7-6b15b7487eda.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-3,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3,d7f1389da61d2c26a5543cc59cc103e1449bbd571df2dedd51a559b5bfe61a8b,10817540698115161340,572,532,255872,3182,2948
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/3ccc0cf1-db51-4246-9c41-8fca12dc71bf.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-3,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3,27fde2ecc43b01a59ae458f1f5ae66724963ad4c1bd24ea464832c23b0304fe0,10132688711753904828,603,532,200612,3183,2949
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/3d301c26-ddd2-409a-91ff-f9ea67fa4d1b.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-3,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3,a229199a58b15d4f3d67d56105b0eff42ba37e7ba1fed694db2f0915d6670d47,17772206572989674096,636,548,253752,3184,2950
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/3e5676ac-44ad-46b1-acef-21ecc6e42590.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-3,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3,4af088a735450704cd8e8643e72c1aeb6b626a61d687d8e029157593714ae2be,18225617746478418656,623,529,272752,3185,2951
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/3f93f89a-7739-4d1b-828b-25e5e34e80e3.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-3,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3,6c7e665e85c2ebb37d0474585cb73cb61e3678ceaea03ac3f775a170533da240,10132031221022866620,602,532,178813,3186,2952
labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/3fc52cc0-856f-471f-a9e5-9f33a986c981.jpg,lower-gi-tract,pathological-findings,ulcerative-colitis-grade-3,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3,8e9c9e25a975050cc1e6b38c604ec349af0b940993894839495f9aae97b7c311,16477229235363121224,635,547,271236,3187,2953
